name,dateofbirth,timeofbirth,placeofbirth,longitude,latitude,timezone,informationsource,astrosagerating,cloudbtn,name,place,sex,sec,min,hrs,day,month,year,latdeg,longdeg,latmin,longmin,longew,latns,dst,languagecode,ayanamsa,kphn,charting
Avinash Dharmadhikari,"Sunday, August 2, 1959",12:00:00,Kolhapur,78 E 20,16 N 6,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Avinash Dharmadhikari,Kolhapur,Male,0,0,12,2,8,1959,16,78,6,20,E,N,0,0,0,0,0
Aadhi Hiphop Tamizha,"Tuesday, Febuary 20, 1990",12:00:00,Coimbatore,76 E 58,11 N 0,5.5,Dirty Data, Dirty Data,See kundli in AstroSage Cloud,Aadhi Hiphop Tamizha,Coimbatore,Male,0,0,12,20,2,1990,11,76,0,58,E,N,0,0,0,0,0
Anirudh Ravichander,"Tuesday, October 16, 1990",12:00:00,Chennai,80 E 18,13 N 5,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anirudh Ravichander,Chennai,Male,0,0,12,16,10,1990,13,80,5,18,E,N,0,0,0,0,0
A-Trak,"Tuesday, March 30, 1982",08:00:00,Montreal,73 W 34,45 N 31,-5.0,Internet,Reference,See kundli in AstroSage Cloud,A-Trak,Montreal,Male,0,0,8,30,3,1982,45,73,31,34,W,N,0,0,0,0,0
Anupama Parameswaran,"Sunday, Febuary 18, 1996",12:00:00,Irinjalakkuda,76 E 14,10 N 22,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anupama Parameswaran,Irinjalakkuda,Female,0,0,12,18,2,1996,10,76,22,14,E,N,0,0,0,0,0
Akanksha Singh,"Monday, July 30, 1990",12:00:00,Varanasi,83 E 0,25 N 20,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Akanksha Singh,Varanasi,Female,0,0,12,30,7,1990,25,83,20,0,E,N,0,0,0,0,0
Aaditya Thackeray,"Wednesday, June 13, 1990",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Aaditya Thackeray,Mumbai,Male,0,0,0,13,6,1990,18,72,58,50,E,N,0,0,0,0,0
Anand Kumar,"Monday, January 1, 1973",00:00:00,Patna,85 E 12,25 N 37,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anand Kumar,Patna,Male,0,0,0,1,1,1973,25,85,37,12,E,N,0,0,0,0,0
Abhijit Banerjee,"Tuesday, Febuary 21, 1961",00:00:00,Calcutta,88 E 20,22 N 30,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Abhijit Banerjee,Calcutta,Male,0,0,0,21,2,1961,22,88,30,20,E,N,0,0,0,0,0
Arun Jaitley,"Sunday, December 28, 1952",12:00:00,New Delhi,77 E 12,28 N 36,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Arun Jaitley,New Delhi,Male,0,0,12,28,12,1952,28,77,36,12,E,N,0,0,0,0,0
Amitabh Bachchan,"Sunday, October 11, 1942",16:00:00,Allahabad,81 E 50,25 N 57,5.5,Kundli Sangraha (Bhat),Accurate,See kundli in AstroSage Cloud,Amitabh Bachchan,Allahabad,Male,0,0,16,11,10,1942,25,81,57,50,E,N,0,0,0,0,0
Anup Jalota,"Wednesday, July 29, 1953",18:00:00,Nainital,79 E 27,29 N 23,5.5,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Anup Jalota,Nainital,Male,0,0,18,29,7,1953,29,79,23,27,E,N,0,0,0,0,0
Akbar,"Thursday, October 15, 1542",01:49:00,Umarkot,69 E 40,25 N 15,5.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Akbar,Umarkot,Male,0,49,1,15,10,1542,25,69,15,40,E,N,0,0,0,0,0
Abul Fazl,"Sunday, January 14, 1551",22:35:00,Agra,78 E 0,27 N 9,5.5,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Abul Fazl,Agra,Male,0,35,22,14,1,1551,27,78,9,0,E,N,0,0,0,0,0
Anjum Chopra,"Friday, May 20, 1977",00:00:00,New Delhi,77 E 12,28 N 36,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anjum Chopra,New Delhi,Female,0,0,0,20,5,1977,28,77,36,12,E,N,0,0,0,0,0
Archie Harrison Mountbatten Windsor,"Monday, May 06, 2019",05:26:00,London,0 W 5,51 N 30,0.0,Suggested/Informed-A,Accurate,See kundli in AstroSage Cloud,Archie Harrison Mountbatten Windsor,London,Male,0,26,5,6,5,2019,51,0,30,5,W,N,0,0,0,0,0
Amit Shah,"Thursday, October 22, 1964",05:25:00,Mumbai,72 E 50,18 N 58,5.5,Internet,Reference,See kundli in AstroSage Cloud,Amit Shah,Mumbai,Male,0,25,5,22,10,1964,18,72,58,50,E,N,0,0,0,0,0
Atishi Marlena,"Monday, June 08, 1981",00:00:00,Delhi,77 E 13,28 N 39,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Atishi Marlena,Delhi,Female,0,0,0,8,6,1981,28,77,39,13,E,N,0,0,0,0,0
Axar Patel,"Thursday, January 20, 1994",00:00:00,Anand,73 E 1,22 N 34,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Axar Patel,Anand,Male,0,0,0,20,1,1994,22,73,34,1,E,N,0,0,0,0,0
Abhinandan Varthaman,"Sunday, June 12, 1983",00:00:00,Tamil Nadu,80 E 18,13 N 5,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Abhinandan Varthaman,Tamil Nadu,Male,0,0,0,12,6,1983,13,80,5,18,E,N,0,0,0,0,0
Anil Baluni,"Saturday, September 02, 1972",00:00:00,Dehradun,78 E 3,30 N 19,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anil Baluni,Dehradun,Male,0,0,0,2,9,1972,30,78,19,3,E,N,0,0,0,0,0
Akhilesh Pratap Singh,"Saturday, May 21, 1960",00:00:00,Deoria,83 E 48,26 N 31,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Akhilesh Pratap Singh,Deoria,Male,0,0,0,21,5,1960,26,83,31,48,E,N,0,0,0,0,0
Anurag Bhadouria,"Tuesday, January 24, 1989",00:00:00,Etawah,76 E 22,25 N 32,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anurag Bhadouria,Etawah,Male,0,0,0,24,1,1989,25,76,32,22,E,N,0,0,0,0,0
Abhishek Singhvi,"Tuesday, February 24, 1959",00:00:00,Jodhpur,73 E 8,26 N 18,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Abhishek Singhvi,Jodhpur,Male,0,0,0,24,2,1959,26,73,18,8,E,N,0,0,0,0,0
Ashton Turner,"Monday, January 25, 1993",00:00:00,Perth,115 E 50,31 S 56,7.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Ashton Turner,Perth,Male,0,0,0,25,1,1993,31,115,56,50,E,S,0,0,0,0,0
Anmolpreet Singh,"Saturday, March 28, 1998",00:00:00,Patiala,76 E 24,30 N 19,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anmolpreet Singh,Patiala,Male,0,0,0,28,3,1998,30,76,19,24,E,N,0,0,0,0,0
Anrich Nortje,"Tuesday, November 16, 1993",00:00:00,Cape Town,18 E 22,33 S 55,2.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anrich Nortje,Cape Town,Male,0,0,0,16,11,1993,33,18,55,22,E,S,0,0,0,0,0
Agnivesh Ayachi,"Thursday, June 15, 1995",00:00:00,Saurashtra,70 E 6,22 N 28,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Agnivesh Ayachi,Saurashtra,Male,0,0,0,15,6,1995,22,70,28,6,E,N,0,0,0,0,0
Arshdeep Singh,"Friday, February 05, 1999",00:00:00,Punjab,76 E 24,30 N 19,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Arshdeep Singh,Punjab,Male,0,0,0,5,2,1999,30,76,19,24,E,N,0,0,0,0,0
Ankush Bains,"Saturday, December 16, 1995",00:00:00,Hamirpur,76 E 36,31 N 38,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Ankush Bains,Hamirpur,Male,0,0,0,16,12,1995,31,76,38,36,E,N,0,0,0,0,0
Anjana Om Kashyap,"Thursday, June 12, 1975",00:00:00,Ranchi,85 E 20,23 N 22,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anjana Om Kashyap,Ranchi,Female,0,0,0,12,6,1975,23,85,22,20,E,N,0,0,0,0,0
Anil Baijal,"Friday, November 01, 1946",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anil Baijal,Mumbai,Male,0,0,0,1,11,1946,18,72,58,50,E,N,0,0,0,0,0
Amitabh Chaudhry,"Thursday, July 02, 1964",00:00:00,Kaithal,76 E 29,29 N 47,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Amitabh Chaudhry,Kaithal,Male,0,0,0,2,7,1964,29,76,47,29,E,N,0,0,0,0,0
Asaram Bapu,"Thursday, April 17, 1941",12:00:00,Nawabshah,66 E 25,26 N 15,5.0,Finance And Profession (Raj Kumar),Reference,See kundli in AstroSage Cloud,Asaram Bapu,Nawabshah,Male,0,0,12,17,4,1941,26,66,15,25,E,N,0,0,0,0,0
Alfred Lord Tennyson,"Sunday, August 06, 1809",00:00:00,"Lincolnshire, England",0 W 16,52 N 54,0.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Alfred Lord Tennyson,"Lincolnshire, England",Male,0,0,0,6,8,1809,52,0,54,16,W,N,0,0,0,0,0
Abida Parveen,"Saturday, February 20, 1954",00:00:00,Larkana,68 E 2,27 N 32,5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Abida Parveen,Larkana,Female,0,0,0,20,2,1954,27,68,32,2,E,N,0,0,0,0,0
Anthony Ervin,"Tuesday, May 26, 1981",00:00:00,California,117 W 59,35 N 7,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anthony Ervin,California,Male,0,0,0,26,5,1981,35,117,7,59,W,N,0,0,0,0,0
Asaduddin Owaisi,"Tuesday, May 13, 1969",00:00:00,Hyderabad,78 E 26,17 N 22,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Asaduddin Owaisi,Hyderabad,Male,0,0,0,13,5,1969,17,78,22,26,E,N,0,0,0,0,0
Arnab Goswami,"Tuesday, October 09, 1973",00:00:00,Guwahati,91 E 52,28 N 3,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Arnab Goswami,Guwahati,Male,0,0,0,9,10,1973,28,91,3,52,E,N,0,0,0,0,0
Ashutosh Rana,"Friday, November 10, 1967",12:00:00,Gadarwara,78 E 50,22 N 52,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ashutosh Rana,Gadarwara,Male,0,0,12,10,11,1967,22,78,52,50,E,N,0,0,0,0,0
Ankit Singh Rajpoot,"Saturday, December 04, 1993",00:00:00,Kanpur,85 E 15,20 N 25,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Ankit Singh Rajpoot,Kanpur,Male,0,0,0,4,12,1993,20,85,25,15,E,N,0,0,0,0,0
Arvind Kejriwal,"Friday, August 16, 1968",00:30:00,Siwani,75 E 39,28 N 58,5.5,Internet,Reference,See kundli in AstroSage Cloud,Arvind Kejriwal,Siwani,Male,0,30,0,16,8,1968,28,75,58,39,E,N,0,0,0,0,0
Amit Sadh,"Sunday, June 05, 1983",00:00:00,Delhi,77 E 13,28 N 39,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Amit Sadh,Delhi,Male,0,0,0,5,6,1983,28,77,39,13,E,N,0,0,0,0,0
Anukreethy Vas,"Monday, September 28, 1998",00:00:00,Tiruchchirappalli,78 E 41,10 N 49,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anukreethy Vas,Tiruchchirappalli,Female,0,0,0,28,9,1998,10,78,49,41,E,N,0,0,0,0,0
A. P. J. Abdul Kalam,"Thursday, October 15, 1931",01:15:00,Rameswaram,79 E 17,9 N 17,5.5,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,A. P. J. Abdul Kalam,Rameswaram,Male,0,15,1,15,10,1931,9,79,17,17,E,N,0,0,0,0,0
Atal Bihari Vajpayee,"Thursday, December 25, 1924",05:45:00,Gwalior (MP),78 E 9,26 N 12,5.5,The Times Select Horoscopes,Accurate,See kundli in AstroSage Cloud,Atal Bihari Vajpayee,Gwalior (MP),Male,0,45,5,25,12,1924,26,78,12,9,E,N,0,0,0,0,0
Adam Smith,"Wednesday, June 16, 1723",00:00:00,Scotland,5 W 0,57 N 0,0.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Adam Smith,Scotland,Male,0,0,0,16,6,1723,57,5,0,0,W,N,0,0,0,0,0
Andrew Grove,"Wednesday, September 02, 1936",00:00:00,Budapest,19 E 5,47 N 29,1.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Andrew Grove,Budapest,Male,0,0,0,2,9,1936,47,19,29,5,E,N,0,0,0,0,0
Anish Bhanwala,"Thursday, September 26, 2002",00:00:00,Sonipat,77 E 1,28 N 59,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anish Bhanwala,Sonipat,Male,0,0,0,26,9,2002,28,77,59,1,E,N,0,0,0,0,0
Ajay Devgan,"Wednesday, April 02, 1969",13:32:00,Delhi,77 E 13,28 N 39,5.5,Reference,Reference,See kundli in AstroSage Cloud,Ajay Devgan,Delhi,Male,0,32,13,2,4,1969,28,77,39,13,E,N,0,0,0,0,0
Anmol Ambani,"Thursday, December 12, 1991",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anmol Ambani,Mumbai,Male,0,0,0,12,12,1991,18,72,58,50,E,N,0,0,0,0,0
Anshul Ambani,"Wednesday, July 10, 1996",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anshul Ambani,Mumbai,Male,0,0,0,10,7,1996,18,72,58,50,E,N,0,0,0,0,0
Avani Chaturvedi,"Sunday, October 24, 1993",00:00:00,Satna,80 E 50,24 N 33,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Avani Chaturvedi,Satna,Female,0,0,0,24,10,1993,24,80,33,50,E,N,0,0,0,0,0
Anureet Singh,"Wednesday, March 02, 1988",00:00:00,New Delhi,77 E 12,28 N 36,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anureet Singh,New Delhi,Male,0,0,0,2,3,1988,28,77,36,12,E,N,0,0,0,0,0
Ankit Rajpoot,"Saturday, December 04, 1993",12:00:00,Kanpur,85 E 15,20 N 25,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Ankit Rajpoot,Kanpur,Male,0,0,12,4,12,1993,20,85,25,15,E,N,0,0,0,0,0
Aniruddha Joshi,"Saturday, November 07, 1987",00:00:00,Bangalore,77 E 35,13 N 0,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Aniruddha Joshi,Bangalore,Male,0,0,0,7,11,1987,13,77,0,35,E,N,0,0,0,0,0
Aryaman Vikram Birla,"Wednesday, July 09, 1997",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Aryaman Vikram Birla,Mumbai,Male,0,0,0,9,7,1997,18,72,58,50,E,N,0,0,0,0,0
Aryaman Vikram Birla,"Wednesday, July 09, 1997",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Aryaman Vikram Birla,Mumbai,Male,0,0,0,9,7,1997,18,72,58,50,E,N,0,0,0,0,0
Anukul Roy,"Monday, November 30, 1998",00:00:00,Samastipur,85 E 47,25 N 52,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Anukul Roy,Samastipur,Male,0,0,0,30,11,1998,25,85,52,47,E,N,0,0,0,0,0
Akshdeep Nath,"Monday, May 10, 1993",00:00:00,Lucknow,80 E 54,26 N 50,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Akshdeep Nath,Lucknow,Male,0,0,0,10,5,1993,26,80,50,54,E,N,0,0,0,0,0
Apoorv Wankhade,"Saturday, March 14, 1992",00:00:00,Amaravati,80 E 20,16 N 35,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Apoorv Wankhade,Amaravati,Male,0,0,0,14,3,1992,16,80,35,20,E,N,0,0,0,0,0
Amrit Thomas,"Monday, May 01, 1967",00:00:00,Bangalore,77 E 35,13 N 0,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Amrit Thomas,Bangalore,Male,0,0,0,1,5,1967,13,77,0,35,E,N,0,0,0,0,0
Andrew Tye,"Friday, December 12, 1986",00:00:00,Perth,115 E 50,31 S 56,7.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Andrew Tye,Perth,Male,0,0,0,12,12,1986,31,115,56,50,E,S,0,0,0,0,0
Aasif Sheikh,"Wednesday, January 01, 1964",00:00:00,Delhi,77 E 13,28 N 39,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Aasif Sheikh,Delhi,Male,0,0,0,1,1,1964,28,77,39,13,E,N,0,0,0,0,0
Abhishek Sharma,"Saturday, August 10, 1985",00:00:00,Delhi,77 E 13,28 N 39,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Abhishek Sharma,Delhi,Male,0,0,0,10,8,1985,28,77,39,13,E,N,0,0,0,0,0
Avesh Khan,"Friday, December 13, 1996",00:00:00,Indore,75 E 54,22 N 42,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Avesh Khan,Indore,Male,0,0,0,13,12,1996,22,75,42,54,E,N,0,0,0,0,0
Amrita Arora,"Saturday, January 31, 1981",12:00:00,Chembur,72 E 54,19 N 3,5.5,Kundli Sangraha (Bhat),Accurate,See kundli in AstroSage Cloud,Amrita Arora,Chembur,Female,0,0,12,31,1,1981,19,72,3,54,E,N,0,0,0,0,0
A. K. Hangal,"Thursday, February 01, 1917",12:00:00,Sialkot,75 E 23,31 N 0,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,A. K. Hangal,Sialkot,Male,0,0,12,1,2,1917,31,75,0,23,E,N,0,0,0,0,0
Albert Einstein,"Friday, March 14, 1879",11:30:00,Ulm,10 E 0,48 N 23,1.0,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Albert Einstein,Ulm,Male,0,30,11,14,3,1879,48,10,23,0,E,N,0,0,0,0,0
Angelina Jolie,"Wednesday, June 04, 1975",09:06:00,Los angeles,118 W 15,34 N 0,-5.0,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Angelina Jolie,Los angeles,Female,0,6,9,4,6,1975,34,118,0,15,W,N,0,0,0,0,0
Anant Ambani,"Monday, April 10, 1995",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Internet,Reference,See kundli in AstroSage Cloud,Anant Ambani,Mumbai,Male,0,0,0,10,4,1995,18,72,58,50,E,N,0,0,0,0,0
Akash Ambani,"Wednesday, October 23, 1991",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Internet,Reference,See kundli in AstroSage Cloud,Akash Ambani,Mumbai,Male,0,0,0,23,10,1991,18,72,58,50,E,N,0,0,0,0,0
Akane Yamaguchi,"Friday, June 06, 1997",00:00:00,Fukui,136 E 10,36 N 0,9.0,Internet,Reference,See kundli in AstroSage Cloud,Akane Yamaguchi,Fukui,Female,0,0,0,6,6,1997,36,136,0,10,E,N,0,0,0,0,0
Andrew Luck,"Tuesday, September 12, 1989",00:00:00,Washington D.C.,77 W 2,38 N 54,-5.0,Web,Reference,See kundli in AstroSage Cloud,Andrew Luck,Washington D.C.,Male,0,0,0,12,9,1989,38,77,54,2,W,N,0,0,0,0,0
Adam Sandler,"Friday, September 09, 1966",00:00:00,New York City,74 W 0,40 N 42,-5.0,Web,Reference,See kundli in AstroSage Cloud,Adam Sandler,New York City,Male,0,0,0,9,9,1966,40,74,42,0,W,N,0,0,0,0,0
Adele,"Thursday, May 05, 1988",00:00:00,London,0 W 5,51 N 30,0.0,Web,Reference,See kundli in AstroSage Cloud,Adele,London,Female,0,0,0,5,5,1988,51,0,30,5,W,N,0,0,0,0,0
Adam Milne,"Monday, April 13, 1992",00:00:00,Palmerston North,175 E 55,40 S 35,12.0,Web,Reference,See kundli in AstroSage Cloud,Adam Milne,Palmerston North,Male,0,0,0,13,4,92,40,175,35,55,E,S,0,0,0,0,0
Andile Phehlukwayo,"Sunday, March 03, 1996",00:00:00,Durban,31 E 1,29 S 49,2.0,Web,Reference,See kundli in AstroSage Cloud,Andile Phehlukwayo,Durban,Male,0,0,0,3,3,1996,29,31,49,1,E,S,0,0,0,0,0
Adil Rashid,"Wednesday, February 17, 1988",00:00:00,Bradford,1 W 45,53 N 47,0.0,Web,Reference,See kundli in AstroSage Cloud,Adil Rashid,Bradford,Male,0,0,0,17,2,1988,53,1,47,45,W,N,0,0,0,0,0
Alex Hales,"Tuesday, January 03, 1989",00:00:00,"Hillingdon, Uxbridge",4 W 55,51 N 53,0.0,Web,Reference,See kundli in AstroSage Cloud,Alex Hales,"Hillingdon, Uxbridge",Male,0,0,0,3,1,1989,51,4,53,55,W,N,0,0,0,0,0
Asela Gunaratne,"Wednesday, January 08, 1986",00:00:00,Kandy,80 E 43,7 N 18,5.5,Web,Reference,See kundli in AstroSage Cloud,Asela Gunaratne,Kandy,Male,0,0,0,8,1,1986,7,80,18,43,E,N,0,0,0,0,0
Adam Zampa,"Tuesday, March 31, 1992",00:00:00,Shellharbour,150 E 51,34 S 31,7.0,Web,Reference,See kundli in AstroSage Cloud,Adam Zampa,Shellharbour,Male,0,0,0,31,3,1992,34,150,31,51,E,S,0,0,0,0,0
Aaron Finch,"Monday, November 17, 1986",00:00:00,Victoria,129 E 40, 15 S 10,7.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Aaron Finch,Victoria,Male,0,0,0,17,11,1986,15,129,10,40,E,S,0,0,0,0,0
Azhar Ali,"Tuesday, February 19, 1985",00:00:00,Lahore,74 E 22,31 N 32,5.0,Kundli Sangraha (Bhat),Accurate,See kundli in AstroSage Cloud,Azhar Ali,Lahore,Male,0,0,0,19,2,1985,31,74,32,22,E,N,0,0,0,0,0
Ahmed Shehzad,"Saturday, November 23, 1991",00:00:00,Lahore,74 E 22,31 N 32,5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ahmed Shehzad,Lahore,Male,0,0,0,23,11,1991,31,74,32,22,E,N,0,0,0,0,0
Alexandra Brown,"Tuesday, October 01, 1985",16:39:59,"118 W 15, 34 N 3",118 W 15,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Alexandra Brown,"118 W 15, 34 N 3",Male,59,39,16,1,10,1985,34,118,3,15,W,N,0,0,0,0,0
Anna Magnani,"Saturday, March 07, 1908",13:30:00,Rome,12 E 30,41 N 54,1.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Anna Magnani,Rome,Female,0,30,13,7,3,1908,41,12,54,30,E,N,0,0,0,0,0
Anu Aggarwal,"Saturday, January 11, 1969",12:00:00,New Delhi,77 E 12,28 N 36,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Anu Aggarwal,New Delhi,Female,0,0,12,11,1,1969,28,77,36,12,E,N,0,0,0,0,0
Alec Guinness,"Thursday, April 02, 1914",05:45:00,Paddington,0 W 10,51 N 30,0.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Alec Guinness,Paddington,Male,0,45,5,2,4,1914,51,0,30,10,W,N,0,0,0,0,0
Ava Gardner,"Sunday, December 24, 1922",19:10:00,Grabtown,77 W 1,35 N 57,-5.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Ava Gardner,Grabtown,Female,0,10,19,24,12,1922,35,77,57,1,W,N,0,0,0,0,0
Anita Ekberg,"Thursday, January 29, 1931",12:00:00,Malmo,12 E 59,55 N 36,1.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Anita Ekberg,Malmo,Female,0,0,12,29,1,1931,55,12,36,59,E,N,0,0,0,0,0
Anil Ambani,"Thursday, June 04, 1959",22:30:00,Mumbai,72 E 50,18 N 58,5.5,Lagna Phal (Garg),Reference,See kundli in AstroSage Cloud,Anil Ambani,Mumbai,Male,0,30,22,4,6,1959,18,72,58,50,E,N,0,0,0,0,0
Aamir Khan,"Sunday, March 14, 1965",06:15:00,Mumbai,72 E 50,18 N 58,5.5,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Aamir Khan,Mumbai,Male,0,15,6,14,3,1965,18,72,58,50,E,N,0,0,0,0,0
Abhishek Bachchan,"Thursday, February 05, 1976",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Lagna Phal (Garg),Reference,See kundli in AstroSage Cloud,Abhishek Bachchan,Mumbai,Male,0,0,12,5,2,1976,18,72,58,50,E,N,0,0,0,0,0
Akhilesh Yadav,"Sunday, July 01, 1973",12:00:00,Saifai,76 E 22,25 N 32,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Akhilesh Yadav,Saifai,Male,0,0,12,1,7,1973,25,76,32,22,E,N,0,0,0,0,0
Anna Hazare,"Tuesday, June 15, 1937",00:08:36,Bhingar,74 E 53,19 N 5,5.5,Kundli Sangraha (Bhat),Accurate,See kundli in AstroSage Cloud,Anna Hazare,Bhingar,Male,36,8,0,15,6,1937,19,74,5,53,E,N,0,0,0,0,0
Anandiben Patel,"Friday, November 21, 1941",12:00:00,"Kharod, Mehsana",72 E 28,23 N 37,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Anandiben Patel,"Kharod, Mehsana",Female,0,0,12,21,11,1941,23,72,37,28,E,N,0,0,0,0,0
Arthur Young,"Friday, November 03, 1905",10:23:00,"2 E 20, 48 N 52",2 E 20,48 N 52,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Arthur Young,"2 E 20, 48 N 52",Male,0,23,10,3,11,1905,48,2,52,20,E,N,0,0,0,0,0
Akashdeep Saighal,"Tuesday, October 29, 1974",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Akashdeep Saighal,Mumbai,Male,0,0,12,29,10,1974,18,72,58,50,E,N,0,0,0,0,0
Arthur Rimbaud,"Friday, October 20, 1854",06:00:00,Charleville,4 E 43,49 N 46,2.0,Web,Reference,See kundli in AstroSage Cloud,Arthur Rimbaud,Charleville,Male,0,0,6,20,10,1854,49,4,46,43,E,N,0,0,0,0,0
Ashley Hamilton,"Monday, September 30, 1974",19:14:00,"118 W 14, 34 N 3",118 W 14,34 N 3,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Ashley Hamilton,"118 W 14, 34 N 3",Male,0,14,19,30,9,1974,34,118,3,14,W,N,0,0,0,0,0
Ashraf Ghani,"Saturday, January 01, 1949",12:00:00,"Logar Province, Afghanistan",69 E 18,33 N 58,4.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ashraf Ghani,"Logar Province, Afghanistan",Male,0,0,12,1,1,1949,33,69,58,18,E,N,0,0,0,0,0
Anne Francis,"Tuesday, September 16, 1930",09:15:00,"73 W 51, 41 N 10",73 W 51,41 N 10,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Anne Francis,"73 W 51, 41 N 10",Male,0,15,9,16,9,1930,41,73,10,51,W,N,0,0,0,0,0
